64
0	10.7698	10.99	10.99	32.0136	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	57.8698	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.7698	0	38.3033	41.6515	10.99	10.99	10.99	10.99	10.99	10.99	10.99	26.7897	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	38.3798	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	38.3033	0	10.99	10.99	10.99	10.99	10.99	10.99	31.6828	10.99	58.5602	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	41.6515	10.99	0	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	44.7172	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	29.9271	
32.0136	10.99	10.99	10.99	0	33.9479	22.7801	24.2272	29.3917	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	10.99	10.99	10.99	33.9479	0	10.99	10.99	10.99	36.7443	10.99	10.99	23.7189	10.99	10.99	10.99	10.99	10.99	10.99	10.99	29.0675	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	10.99	10.99	10.99	22.7801	10.99	0	10.99	10.99	38.9544	10.1857	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	50.3488	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	38.2432	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	10.99	10.99	10.99	24.2272	10.99	10.99	0	10.99	10.99	60.1406	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	51.8881	10.99	10.99	10.99	10.99	10.99	10.99	10.99	26.8183	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	32.6384	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	10.99	10.99	10.99	29.3917	10.99	10.99	10.99	0	10.99	46.6724	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	15.8777	10.99	30.037	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
10.99	10.99	31.6828	10.99	10.99	36.7443	38.9544	10.99	10.99	0	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	10.99	
